term,frequency,percentage
pfarrer,4,12.121
pfarrei,3,9.091
kooperator,2,6.061
damals,2,6.061
seelsorgerische,2,6.061
aufgaben,2,6.061
zuständigen,1,3.03
kam,1,3.03
beklagte,1,3.03
haus,1,3.03
einsatzort,1,3.03
vermutlich,1,3.03
pfarramtes,1,3.03
erwachsenenseelsorge,1,3.03
tätig,1,3.03
notiz,1,3.03
messdienerinnen,1,3.03
beichte,1,3.03
nen,1,3.03
messdienerin-,1,3.03
gemeinde,1,3.03
spiritual,1,3.03
ordens­,1,3.03
mitglied,1,3.03
