term,frequency,percentage
begriff,2,7.407
gegenüber,2,7.407
ganz,1,3.704
«sexuellen,1,3.704
allgemein,1,3.704
de­,1,3.704
finiert,1,3.704
taten,1,3.704
missbrauchs»,1,3.704
umfasst,1,3.704
sexuelle,1,3.704
recht,1,3.704
selbstbestimmungs­,1,3.704
verletzen,1,3.704
zentral,1,3.704
hierbei,1,3.704
menschen,1,3.704
vorlie­,1,3.704
genden,1,3.704
untersuchung,1,3.704
übergriffe,1,3.704
erwachsenen,1,3.704
angewandt,1,3.704
minderjährige,1,3.704
beschränkt,1,3.704
