term,frequency,percentage
bewertet,1,5.556
ganze,1,5.556
eher,1,5.556
ausdruck,1,5.556
pubertären,1,5.556
haltung,1,5.556
aufgrund,1,5.556
mädchen,1,5.556
»normale«,1,5.556
um-,1,5.556
armungen,1,5.556
unangenehm,1,5.556
empfindet,1,5.556
wiederholt,1,5.556
gefragt,1,5.556
warum,1,5.556
erst,1,5.556
gemeldet,1,5.556
