term,frequency,percentage
zölibatsverstoß,2,15.385
gebot,1,7.692
zölibats,1,7.692
ver-,1,7.692
stoßen,1,7.692
zöfra,1,7.692
–,1,7.692
verein,1,7.692
zölibat,1,7.692
betroffenen,1,7.692
frauen,1,7.692
schweiz,1,7.692
