term,frequency,percentage
rahmen,2,16.667
ferienlagers,1,8.333
jugendarbeit,1,8.333
gruppenleiterin,1,8.333
messdienerinnen,1,8.333
messdienerin-,1,8.333
nen,1,8.333
leiter,1,8.333
pfadfindergruppe,1,8.333
erzbistum,1,8.333
köln,1,8.333
