term,frequency,percentage
tochter,1,5.263
…,1,5.263
scheinbar,1,5.263
vorgeworfen,1,5.263
mädchen,1,5.263
gewollt,1,5.263
„hang,1,5.263
weiblichen,1,5.263
geschlecht,1,5.263
einfach,1,5.263
verbergen“,1,5.263
unterstellt,1,5.263
jungen,1,5.263
frau,1,5.263
wunsch,1,5.263
körperlicher,1,5.263
nähe,1,5.263
ausgegangen,1,5.263
sei,1,5.263
