term,frequency,percentage
„hang,1,7.692
weiblichen,1,7.692
geschlecht,1,7.692
einfach,1,7.692
verbergen“,1,7.692
unterstellt,1,7.692
jungen,1,7.692
frau,1,7.692
wunsch,1,7.692
körperlicher,1,7.692
nähe,1,7.692
ausgegangen,1,7.692
sei,1,7.692
