term,frequency,percentage
später,1,4.0
erstattete,1,4.0
be-,1,4.0
troffene,1,4.0
jedoch,1,4.0
anzeige,1,4.0
polizei,1,4.0
verfahren,1,4.0
wurde,1,4.0
zeugen-,1,4.0
vernehmung,1,4.0
aufgrund,1,4.0
bereits,1,4.0
jahr,1,4.0
2000,1,4.0
eingetretener,1,4.0
verfolgungsverjährung,1,4.0
23.11.2010,1,4.0
gemäß,1,4.0
§,1,4.0
170,1,4.0
abs,1,4.0
2,1,4.0
stpo,1,4.0
eingestellt,1,4.0
