term,frequency,percentage
mädchen,2,10.0
priesters,1,5.0
beziehungen,1,5.0
teils,1,5.0
da-,1,5.0
heutigem,1,5.0
maligem,1,5.0
minderjährigen,1,5.0
frauen,1,5.0
wegen,1,5.0
recht,1,5.0
verhältnisses,1,5.0
16,1,5.0
jährigen,1,5.0
umgang,1,5.0
intimes,1,5.0
verhältnis,1,5.0
intime,1,5.0
beziehung,1,5.0
