term,frequency,percentage
religions-,2,15.385
schule,2,15.385
oberschule,1,7.692
unterricht,1,7.692
eitete,1,7.692
koedukative,1,7.692
arbeitsgemeinschaft,1,7.692
oberstufe,1,7.692
frau,1,7.692
k,1,7.692
teilnahm,1,7.692
