term,frequency,percentage
daraufhin,2,16.667
…,1,8.333
pfarrer,1,8.333
gepackt,1,8.333
mädchen,1,8.333
ruhe,1,8.333
läßt,1,8.333
schlage,1,8.333
krankenhausreif…,1,8.333
besser,1,8.333
geworden,1,8.333
