term,frequency,percentage
pfarrer,4,15.385
pfarrei,3,11.538
kooperator,2,7.692
damals,2,7.692
haus,1,3.846
kam,1,3.846
beklagte,1,3.846
zuständigen,1,3.846
einsatzort,1,3.846
vermutlich,1,3.846
tätig,1,3.846
notiz,1,3.846
pfarramtes,1,3.846
messdienerinnen,1,3.846
messdienerin-,1,3.846
nen,1,3.846
gemeinde,1,3.846
seelsorgerische,1,3.846
aufgaben,1,3.846
