term,frequency,percentage
verweist,1,7.692
schwere,1,7.692
kindheit,1,7.692
frau,1,7.692
u,1,7.692
deutet,1,7.692
sexuellen,1,7.692
missbrauch,1,7.692
vater,1,7.692
deshalb,1,7.692
»psychisch,1,7.692
angeschlagen«,1,7.692
sei,1,7.692
