term,frequency,percentage
männer,1,6.667
frauen,1,6.667
wochenbett,1,6.667
verkehr,1,6.667
zwangen,1,6.667
priester,1,6.667
versucht,1,6.667
tochter,1,6.667
vergewaltigen,1,6.667
finger,1,6.667
scheide,1,6.667
einge-,1,6.667
führt,1,6.667
kind,1,6.667
erwartete,1,6.667
