term,frequency,percentage
beziehungen,2,6.897
beziehung,2,6.897
priesters,1,3.448
kannte,1,3.448
priester,1,3.448
frau,1,3.448
prieste,1,3.448
heimlich,1,3.448
geführte,1,3.448
missbrauchsbeziehung,1,3.448
erklärte,1,3.448
liebe,1,3.448
eh,1,3.448
niemand,1,3.448
glauben,1,3.448
ja,1,3.448
verliebt,1,3.448
se,1,3.448
betroffene,1,3.448
seien,1,3.448
etwa,1,3.448
halbes,1,3.448
jahr,1,3.448
1993,1,3.448
lie-,1,3.448
bespaar,1,3.448
liebesbeziehung,1,3.448
