term,frequency,percentage
putzdienste,3,10.714
anton,2,7.143
verrichtete,2,7.143
p,2,7.143
freundliche,1,3.571
beziehun-,1,3.571
gen,1,3.571
rers,1,3.571
pfar-,1,3.571
herrn,1,3.571
häuserin,1,3.571
mitarbeiterin,1,3.571
rin,1,3.571
verhältnis,1,3.571
häuse-,1,3.571
kin-,1,3.571
dertagesstätte,1,3.571
praktikum,1,3.571
verrichtet,1,3.571
wohnung,1,3.571
kindertagesstätte,1,3.571
»guter,1,3.571
hirt«,1,3.571
