term,frequency,percentage
sexueller,9,20.0
übergriff,9,20.0
übergriffe,6,13.333
sexualisierter,3,6.667
gewalt,3,6.667
sexualisierte,2,4.444
sexuell,2,4.444
sexualisierten,2,4.444
übergriffig,1,2.222
xualisierte,1,2.222
se-,1,2.222
vorfällen,1,2.222
übergriffen,1,2.222
sexua-,1,2.222
lisierten,1,2.222
grenzverletzungen,1,2.222
ausbeutete,1,2.222
