term,frequency,percentage
beschuldigte,6,23.077
beschuldigten,6,23.077
laie,3,11.538
männer,2,7.692
32-jährige,1,3.846
kirchenmusiker,1,3.846
beim,1,3.846
erzbistum,1,3.846
köln,1,3.846
angestellt,1,3.846
wenige,1,3.846
ausnahmen,1,3.846
ordensleuten,1,3.846
