term,frequency,percentage
minderjährigen,2,8.696
hilfesuchenden,2,8.696
erwachsenen,2,8.696
betroffene,2,8.696
14-,1,4.348
15jährigen,1,4.348
schulkinder,1,4.348
kinder,1,4.348
erwachsene,1,4.348
jungen,1,4.348
kindern,1,4.348
pflegte,1,4.348
z,1,4.348
südamerikaner,1,4.348
t,1,4.348
/,1,4.348
innen,1,4.348
personen,1,4.348
person,1,4.348
