term,frequency,percentage
dummheiten,3,8.824
„nicht,2,5.882
sei,2,5.882
folge,2,5.882
kontrollverlustes,2,5.882
intelligenzminderung,2,5.882
klug,1,2.941
priester,1,2.941
immer,1,2.941
ganz,1,2.941
ungeschicklichkeiten,1,2.941
chen,1,2.941
mäd-,1,2.941
heranwachsenden,1,2.941
umgang,1,2.941
helfen“,1,2.941
führerinnen,1,2.941
jugendschar,1,2.941
besonders,1,2.941
intelligent,1,2.941
deshalb,1,2.941
könne“,1,2.941
„sexuellen,1,2.941
verge-,1,2.941
hen“,1,2.941
priesters,1,2.941
seien,1,2.941
