term,frequency,percentage
fall,5,20.833
2,2,8.333
verheiratete,1,4.167
darüber,1,4.167
anfang,1,4.167
soweit,1,4.167
kursorische,1,4.167
ausweislich,1,4.167
folgt,1,4.167
betroffen,1,4.167
symptomatisch,1,4.167
unkeusche,1,4.167
auseinandersetzung,1,4.167
insgesamt,1,4.167
ganz,1,4.167
schliesslich,1,4.167
kurz,1,4.167
spiritueller,1,4.167
nachweisbar,1,4.167
