term,frequency,percentage
jahre,4,21.053
anfang,3,15.789
1980er,2,10.526
26.11.1982,2,10.526
1960er,1,5.263
ende,1,5.263
1.04.2010,1,5.263
1970er,1,5.263
9.08.2010,1,5.263
23.11.1982,1,5.263
21.05.2007,1,5.263
1958,1,5.263
