term,frequency,percentage
kind,3,11.538
pfarrer,2,7.692
frauen,2,7.692
haus,1,3.846
jahr,1,3.846
kam,1,3.846
lang,1,3.846
welt,1,3.846
frau,1,3.846
gekommen,1,3.846
zurecht-,1,3.846
pflicht,1,3.846
hinzuweisen,1,3.846
forderte,1,3.846
nächste,1,3.846
bekommen,1,3.846
männer,1,3.846
wochenbett,1,3.846
verkehr,1,3.846
zwangen,1,3.846
schwangerschaftsabbruch,1,3.846
erwartete,1,3.846
