term,frequency,percentage
mädchen,1,7.143
mutter,1,7.143
geklagt,1,7.143
innerfamiliär,1,7.143
kommuniziert,1,7.143
vertraut,1,7.143
religionslehrerin,1,7.143
berichtete,1,7.143
frau,1,7.143
k,1,7.143
eltern,1,7.143
1989,1,7.143
beziehung,1,7.143
priester,1,7.143
