term,frequency,percentage
betroffenen,2,12.5
sexuellen,1,6.25
übergriffen,1,6.25
jugendlichen,1,6.25
setzen,1,6.25
aktiv,1,6.25
wei-,1,6.25
terverbleib,1,6.25
anton,1,6.25
p.s,1,6.25
innerhalb,1,6.25
gemeinde,1,6.25
mädchen,1,6.25
widerstand,1,6.25
regte,1,6.25
